Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,Broadband,crime_count,crime_rate,overcrowded_count,nocentralheat_count,overcrowded_rate,nocentralheat_rate,urban
S01007820,Downfield,Dundee City,928,573,0.18,170,0.13,75,150,112.6680392,52.52369131,123.9268763,0.262032086,0.037037037,118.3027174,0.6875,4.46875,130.9474948,0.054054054,0.065868,2.769012755,2.245594388,1.249063776,3.150369458,3.710663265,4.493450704,7.297454082,4.503530612,11.69074235,0.002358491,15.33202428,165.2157788,88,4,0.092243187,0.004192872,1
S01007821,Downfield,Dundee City,525,315,0.08,42,0.1,33,105,13.59675611,0,81.51066501,0.205992509,0.166666667,86.10369601,0.84375,4.75,96.60157854,0.049180328,0.081967,2.430788043,1.990475543,1.589202899,2.943904762,3.434769022,4.120263158,7.18138587,7.012368659,10.60142663,0,22.48696894,428.3232179,66,17,0.119565217,0.030797101,1
S01007822,Downfield,Dundee City,744,451,0.11,80,0.06,28,120,47.21568508,46.53717859,102.1907314,0.244652406,0.041666667,117.5281075,0.81579,5.285714286,87.61525999,0.019607843,0.056075,2.118297003,1.799049728,1.82023842,3.293425926,2.9423297,3.881633663,6.626307902,8.228610354,10.13511921,0,9.199214566,123.6453571,27,19,0.036784741,0.025885559,1
S01007823,Fairmuir,Dundee City,732,460,0.05,38,0.05,23,65,9.847839579,0,75.11321775,0.178817056,0.04,88.01337149,0.82759,6.333333333,62.38594652,0.050847458,0.102273,1.548117816,1.226508621,2.064188218,2.850753968,2.525998563,3.444274194,4.163947557,8.163451868,9.24045977,0,14.30988933,195.4902913,40,6,0.057471264,0.00862069,1
S01007824,Fairmuir,Dundee City,715,433,0.08,54,0.08,34,85,88.12208525,48.3229408,63.96420279,0.217086835,0.129032258,75.08834582,0.84848,5.9,82.67486446,0.034482759,0.126437,2.723187758,2.270261348,2.864587345,3.823301887,2.534917469,4.01125,7.971031637,7.61715956,9.775144429,0.004819277,15.33202428,214.433906,39,20,0.053645117,0.027510316,1
S01007825,Fairmuir,Dundee City,959,590,0.08,76,0.07,40,75,43.78696325,0,74.99253836,0.190621815,0.057142857,85.17613395,0.87209,5.85,77.09176374,0.038461538,0.155039,1.800732971,2.213427937,2.498864758,3.540060606,1.849972853,3.279751037,7.153287266,8.90285538,7.18362537,0.005628518,30.66404855,319.7502456,54,11,0.053307009,0.010858835,1
S01007826,Fairmuir,Dundee City,633,381,0.3,193,0.18,69,205,97.01533785,155.0354246,224.8643955,0.302782324,0.025641026,141.2266435,0.58011,4.482758621,200.348626,0.115384615,0.03,3.490999164,3.059063545,2.092545987,3.140875,2.311538462,2.524669118,11.50723662,8.760589465,7.264105351,0.049418605,34.75258836,549.0140341,111,18,0.193717277,0.031413613,1
S01007827,Fairmuir,Dundee City,608,441,0.1,63,0.09,41,115,65.26105792,175.1898739,80.19203843,0.176090469,0.033333333,114.9696234,0.81651,5.0625,92.45075121,0.037037037,0.045455,4.360141509,2.20317753,1.620754717,2.048089431,2.268301887,3.1213125,6.733567753,5.602607204,6.78009434,0.016835017,26.57550875,437.0971833,89,11,0.152658662,0.018867925,1
S01007828,Law,Dundee City,965,614,0.22,213,0.2,124,160,93.31866457,170.7788795,166.9982834,0.278637771,0.02173913,113.4968086,0.74576,5.444444444,119.0437863,0.075757576,0.095745,3.917817298,2.355243091,1.607341351,2.516268657,2.975427329,2.927173913,6.803986694,6.013129478,7.111276868,0,14.30988933,148.2890086,99,64,0.107142857,0.069264069,1
S01007829,Law,Dundee City,548,314,0.18,99,0.15,47,130,86.52046352,82.86958817,106.8385512,0.272394881,0,114.1283175,*,*,120.3474212,0.178571429,0.285714,3.889632988,2.800777202,1.653406736,3.117459016,3.531252159,2.647115385,9.955207254,8.109740933,9.726403282,0,14.30988933,261.1293672,59,3,0.101899827,0.005181347,1
S01007830,Law,Dundee City,921,585,0.26,236,0.19,109,180,246.2298159,111.7864729,139.9380587,0.280662983,0.08,152.8580739,0.70504,4.833333333,135.6814115,0.064516129,0.113402,3.283046875,1.612028556,1.250684267,1.715229008,2.514259159,2.424468085,4.443679957,4.089329203,5.778871228,0,24.53123884,266.3543848,136,38,0.146551724,0.040948276,1
S01007831,Law,Dundee City,984,632,0.24,238,0.18,112,180,183.8849329,151.0022506,101.0093396,0.26386037,0.045454546,139.7575179,0.6726,4.666666667,138.6124661,0.088235294,0.049296,3.319262387,1.828533221,1.851148649,1.896615202,2.278217905,1.954530387,5.828420608,6.509907095,6.159403153,0,51.10674759,519.3775162,169,62,0.191392978,0.070215176,1
S01007832,Law,Dundee City,631,411,0.21,133,0.18,75,165,69.39639313,159.1706572,131.1406274,0.270440252,0.043478261,129.0069491,0.69524,5.117647059,130.2025746,0.066666667,0.107143,3.612833863,2.551732909,1.335918124,2.209329897,3.006705087,1.897142857,8.582492051,4.784984102,7.611995231,0,23.50910389,372.5689999,75,12,0.119236884,0.019077901,1
S01007833,Law,Dundee City,804,392,0.18,144,0.14,54,150,264.7710195,529.9023219,107.0403055,0.23433584,0,112.2567409,0.76596,5.454545455,118.8643074,0.111111111,0.063492,2.70760101,2.674933712,1.078598485,2.9446875,2.355309343,1.727840909,7.893607955,4.271698232,6.489532828,0,35.77472331,444.9592452,71,5,0.089646465,0.006313131,1
S01007834,Balgay,Dundee City,719,506,0.25,182,0.19,93,145,222.7013661,266.3364158,157.1450001,0.242090784,0.09375,113.3371652,0.68323,5.272727273,127.4651004,0.096153846,0.052083,3.988706199,2.119390162,2.182988544,2.319823529,3.855616577,4.562160494,5.117250674,8.171418464,9.055033693,0,11.24348447,156.3766964,132,46,0.177897574,0.061994609,1
S01007835,Balgay,Dundee City,678,422,0.11,72,0.09,39,105,57.89913017,23.53885964,95.75105607,0.186490455,0.08,105.0567683,0.91935,5.166666667,82.16943764,0,0.180328,3.995809353,0.96473741,2.440571942,1.835373444,3.379147482,3.913488372,3.004503597,7.386086331,7.925960432,0,23.50910389,346.7419453,92,13,0.132374101,0.018705036,1
S01007836,Balgay,Dundee City,558,342,0.09,52,0.12,40,110,53.48270019,0,98.69320069,0.229445507,0,105.7524595,*,6.5,88.05603306,0,0.12,3.788328544,1.522461686,1.612926245,2.066642857,3.844295977,4.887285714,7.519003831,6.721834291,10.30183908,0,12.26561942,219.8139681,26,7,0.049808429,0.013409962,1
S01007837,Balgay,Dundee City,774,437,0.03,23,0.04,19,65,31.99407971,0,54.54647174,0.189295039,0,78.5339505,0.89344,5.565217391,53.44617681,0.037974684,0.111111,3.134505141,1.875260283,2.100269923,2.521513761,3.062985219,5.045140187,6.830777635,8.709411954,10.99297237,0,18.39842913,237.7058027,31,11,0.039845758,0.014138817,1
S01007838,Balgay,Dundee City,1003,603,0.04,36,0.04,22,60,12.05511282,18.25575236,80.63190786,0.172122492,0.069767442,76.56236216,0.925,6.227272727,61.27125351,0,0.22619,3.358133136,2.351076923,1.193511834,2.747804878,3.485443787,5.803297872,7.714177515,4.256994083,9.35295858,0,6.132809711,61.14466312,58,10,0.068639053,0.01183432,1
S01007839,Menzieshill,Dundee City,681,389,0.11,78,0.1,38,120,123.7925747,22.33206888,188.5995004,0.208933718,0,125.4201034,0.8,5.416666667,98.26081053,0.041666667,0.098361,4.626631054,2.448358262,1.897517806,2.259105263,5.04284188,7.367121212,7.485163818,3.843137464,9.838240741,0.016949153,93.01428061,1365.848467,66,21,0.125,0.039772727,1
S01007840,Menzieshill,Dundee City,714,481,0.17,123,0.15,71,135,196.7200925,261.8212317,123.0011297,0.244725738,0.162162162,119.586419,0.77333,5,117.145354,0.049180328,0.066667,3.964494751,2.82019685,1.722388451,1.735805471,4.261830709,6.933731343,8.89234252,6.04628937,10.87438976,0,15.33202428,214.7342336,118,44,0.154855643,0.057742782,1
S01007841,Menzieshill,Dundee City,664,422,0.17,114,0.15,65,120,168.2900782,158.2487951,98.73593264,0.210144928,0.078947368,115.5398624,0.75159,4.8125,121.939142,0.071428571,0.066667,2.64290436,2.605474684,1.658255977,2.543793103,2.959367089,6.076428571,7.055369198,6.696005626,7.977623066,0,26.57550875,400.2335655,136,19,0.191279887,0.026722925,1
S01007842,Menzieshill,Dundee City,782,517,0.31,242,0.26,133,205,292.2724652,542.2175697,117.972659,0.227101631,0.155172414,145.5866196,0.66176,4.034482759,139.9153037,0.101010101,0.013605,3.109675325,2.404974026,1.575594156,2.624043062,3.492545455,7.14602459,6.888344156,5.544399351,7.385311688,0,61.32809711,784.2467661,171,39,0.222077922,0.050649351,1
S01007843,Menzieshill,Dundee City,712,485,0.18,128,0.16,76,135,145.7982892,100.8689211,109.3712856,0.225035162,0.069767442,136.7458493,0.79012,4.571428571,130.7794356,0.06557377,0.049383,3.701113475,1.686957447,1.579804965,1.920948276,4.107939716,7.420283019,4.990921986,4.037468085,7.082241135,0,23.50910389,330.1840434,109,47,0.154609929,0.066666667,1
S01007844,Menzieshill,Dundee City,907,655,0.27,245,0.25,162,170,268.2129106,448.888896,89.84261861,0.262458472,0.02,141.108631,0.68571,5.214285714,127.4555148,0.163461538,0.060403,3.812491979,2.149312834,2.621315508,2.614526066,4.350315508,8.453876652,4.957058824,6.478026738,6.789229947,0,43.95180293,484.5843763,211,25,0.225668449,0.026737968,1
S01007845,Charleston,Dundee City,925,598,0.33,305,0.22,132,215,155.7212909,161.4745917,151.0263533,0.253191489,0.069767442,159.760799,0.74277,4.9375,190.197749,0.0859375,0.022901,2.538961794,3.66389258,2.077383721,1.809806094,2.901996124,5.769378531,10.98323643,6.194150055,6.57734773,0,29.6419136,320.45312,218,39,0.241417497,0.043189369,1
S01007846,Charleston,Dundee City,744,469,0.17,125,0.13,60,135,88.05171747,366.3945279,85.31861277,0.234817814,0.128205128,115.7569396,0.70563,5.125,134.4725162,0.108695652,0.074074,2.586700269,3.722594086,2.396639785,2.495582329,3.086374328,5.004038462,11.11334005,6.200504032,6.144549731,0.037135279,40.88539807,549.5349203,113,13,0.15188172,0.017473118,1
S01007847,Charleston,Dundee City,881,544,0.28,247,0.23,121,205,111.0394679,130.0654644,125.6737156,0.3,0.016666667,137.4021773,0.73333,4.555555556,145.5348971,0.088709677,0.080357,2.369528353,4.687644493,2.387415485,3.175163399,3.126567612,6.283732877,11.86023991,5.661112323,5.812268266,0,29.6419136,336.4575891,181,39,0.19738277,0.042529989,1
S01007848,Charleston,Dundee City,827,554,0.31,257,0.23,124,190,182.4414031,389.8771215,145.0726129,0.258302583,0.111111111,138.6927374,0.72683,4.434782609,188.7613746,0.068181818,0.025641,1.578354701,3.662957875,1.025601343,2.534756691,1.947518315,6.109902439,9.437222222,3.092753358,4.061477411,0,69.50517672,840.4495372,146,36,0.178266178,0.043956044,1
S01007849,Charleston,Dundee City,934,601,0.26,247,0.17,101,145,20.27493873,157.8823934,100.7915513,0.232704403,0.101694915,116.4714381,0.70393,4.837209302,163.9084428,0.089005236,0.086957,1.525661135,4.189906317,1.901391863,3.541155989,2.086349036,6.8653125,9.628278908,5.367039615,5.506132227,0,26.57550875,284.5343549,174,43,0.186295503,0.046038544,1
S01007850,Lochee,Dundee City,733,436,0.27,199,0.2,85,180,260.4916194,96.00861335,138.0868581,0.259776536,0.04,123.5714897,0.6413,3.620689655,177.3004069,0.082644628,0.033898,2.754244032,3.317742042,2.612519894,3.289429348,3.0758687,4.584206349,10.27331233,8.495135942,8.92405504,0,15.33202428,209.1681347,80,16,0.106100796,0.021220159,1
S01007851,Lochee,Dundee City,963,554,0.14,131,0.09,51,130,138.2756193,93.17086263,113.0012222,0.266112266,0,121.8067321,0.74,5.772727273,127.7411659,0.01010101,0.059322,2.894425532,2.494957447,1.780273936,2.79613941,2.341422872,3.62971875,7.73618617,6.419324468,6.904255319,0,18.39842913,191.053262,67,23,0.071352503,0.024494143,1
S01007852,Lochee,Dundee City,695,478,0.32,223,0.24,116,185,172.5929871,327.6196479,139.4027328,0.231104651,0.044444444,139.9504095,0.66434,4.6,166.6252924,0.129032258,0.024793,3.276345577,3.142207646,2.426889055,3.565144509,2.883482009,3.842102273,9.158065967,7.846664168,8.325884558,0,37.81899322,544.1581758,89,12,0.133433283,0.017991004,1
S01007853,Lochee,Dundee City,643,403,0.42,267,0.37,149,235,452.6909986,728.1418492,158.2009508,0.351351351,0.02631579,165.5008479,0.67677,3,177.220032,0.195652174,0.035714,4.151223485,1.482674242,1.521356061,1.319510204,1.449916667,3.621652893,4.407924242,4.686575758,5.097704545,0,56.21742235,874.2989479,100,42,0.151515152,0.063636364,1
S01007854,Lochee,Dundee City,1097,683,0.32,348,0.25,170,195,273.2009958,388.4346962,153.8813858,0.264,0.086956522,148.5585262,0.71525,4.942857143,175.9306601,0.10989011,0.04902,3.308146667,1.970631111,2.074615556,2.204903581,1.819593333,4.200598802,6.826777778,6.46082,6.005413333,0,100.1692253,913.119647,170,27,0.158139535,0.025116279,1
S01007855,Lochee,Dundee City,542,361,0.28,151,0.27,95,170,108.3216839,433.0416049,110.0301503,0.244080146,0.076923077,108.4504731,0.72941,4.444444444,147.5814501,0.176470588,0.088235,3.818567864,2.043388224,1.868577844,2.321666667,1.940289421,4.20924812,6.722659681,5.54758982,6.308682635,0.019189765,53.15101749,980.6460792,109,59,0.21756487,0.117764471,1
S01007856,Lochee,Dundee City,923,547,0.11,101,0.11,58,100,67.5599708,53.70100012,112.2949626,0.202407002,0.021276596,118.7970434,0.71134,4.547619048,125.9829798,0.06547619,0.038217,2.469331972,2.829927071,2.353337223,2.457536232,2.618564761,4.961045918,9.557304551,6.819655776,7.688949825,0,43.95180293,476.1842137,93,16,0.110320285,0.018979834,1
S01007857,Ardler and St Marys,Dundee City,505,333,0.27,134,0.2,65,195,17.16256468,60.66506982,82.66146685,0.276264591,0.066666667,86.7335379,0.72143,5.133333333,170.7986562,0.102564103,0.040541,3.491839431,4.630025407,3.921255081,2.12907767,2.586067073,6.287669492,15.14900407,11.02566057,10.94557927,0,13.28775437,263.123849,55,4,0.111788618,0.008130081,1
S01007858,Ardler and St Marys,Dundee City,1078,659,0.24,261,0.2,129,180,112.6888254,133.3424114,173.6306371,0.313780261,0.111111111,148.3580659,0.77344,4.464285714,144.6205521,0.034188034,0.072993,3.472568916,3.627214829,3.441898764,1.709397959,2.129346483,5.716239782,14.96365019,10.9973788,9.255451521,0.009104704,50.08461264,464.6067963,94,7,0.092247301,0.00686948,1
S01007859,Ardler and St Marys,Dundee City,638,386,0.32,207,0.21,82,250,82.39654584,148.3288665,149.1793753,0.291338583,0,148.5090463,0.79433,5.25,185.1949329,0.105882353,0.079208,3.849976326,3.541387311,2.944029356,2.183903226,2.886519886,5.365287081,14.55004735,8.589872159,10.55715909,0,22.48696894,352.4603282,107,0,0.202651515,0,1
S01007860,Ardler and St Marys,Dundee City,652,451,0.15,99,0.1,47,110,19.94737203,59.94598703,104.290074,0.186119874,0.114285714,112.9853825,0.78114,4.707317073,131.2649527,0.04516129,0.053435,4.24783752,4.031271586,2.887810047,1.942101167,3.379705651,5.558581395,16.96287284,7.295149137,13.06693485,0,10.22134952,156.7691644,62,0,0.09733124,0,1
S01007861,Ardler and St Marys,Dundee City,650,405,0.18,120,0.14,57,145,71.49264537,226.3017255,153.5259365,0.226928896,0.043478261,138.8503189,0.7,4.029411765,177.187269,0.100840336,0.021739,4.041331602,3.497273739,1.37828635,2.245819209,3.975181751,4.781300813,14.86298961,3.265830861,13.50347181,0,19.42056408,298.777909,118,30,0.175074184,0.044510386,1
S01007862,Ardler and St Marys,Dundee City,722,441,0.19,138,0.17,75,145,39.05860361,163.2587438,88.68482718,0.213183731,0.068965517,105.516976,0.77778,5.611111111,165.9598948,0.091954023,0.105882,4.717517832,4.32128388,2.031779601,2.486333333,4.147303852,5.492117117,17.70981812,6.288109843,14.22506063,0,16.35415923,226.5119007,86,24,0.122681883,0.034236805,1
S01007863,Ardler and St Marys,Dundee City,911,543,0.33,298,0.23,123,195,79.63331268,503.5975107,140.5299739,0.25862069,0.105263158,134.5130489,0.75932,4.315789474,209.8529047,0.156626506,0.028846,4.801986034,4.282505587,2.357413408,2.275349162,4.619941341,5.435562914,15.98589106,6.078877095,14.32168715,0.002164502,53.15101749,583.4359769,172,19,0.192178771,0.02122905,1
S01007864,Ardler and St Marys,Dundee City,933,581,0.2,184,0.17,99,140,111.7147185,109.1395915,108.3762056,0.241985522,0.101694915,108.2227256,0.8626,5.5,156.9096525,0.103448276,0.05814,4.739701493,4.207542644,2.865887527,1.974836066,4.375679638,5.327191781,15.27808102,8.370644989,13.7414339,0,19.42056408,208.1518123,152,30,0.162046908,0.031982942,1
S01007865,Western Edge,Dundee City,955,657,0.02,18,0.02,10,25,4.69908373,0,26.80505794,0.114893617,0.019607843,63.36778192,0.91496,5.866666667,52.74960157,0,0.13253,4.179170274,3.596670274,3.107914863,3.029546828,5.215519481,4.782700422,9.331789322,10.06948773,15.26015873,0.046357616,50.08461264,524.4462056,6,8,0.008658009,0.011544012,1
S01007866,Western Edge,Dundee City,537,394,0.04,20,0.03,11,55,6.920823803,0,9.713326814,0.166051661,0.035714286,69.43515603,0.87978,5.380952381,58.85047808,0.053191489,0.079545,4.985447952,4.787013652,3.417017918,2.521666667,4.125196246,5.967884615,17.11609642,9.703165529,14.50280717,0,*,*,45,3,0.076791809,0.005119454,1
S01007867,Western Edge,Dundee City,670,428,0.04,25,0.03,12,40,0,0,30.77688092,0.145,0.027027027,56.85060137,0.89506,6.111111111,66.8578658,0.064516129,0.12,3.590491329,4.086950867,4.32761079,2.497318841,6.060732177,9.481603774,17.22611753,17.78927746,16.03483141,0.200968523,24.53123884,366.1378932,31,18,0.067982456,0.039473684,0
S01007868,Western Edge,Dundee City,826,510,0.02,17,0.03,13,40,15.71349195,0,53.28876947,0.182598039,0,79.28550354,*,5.866666667,58.0852153,0,0.12381,2.877857143,2.6378223,2.890914634,3.393699187,3.38369338,8.079662921,7.459436702,8.510203252,7.640969803,0.011173184,6.132809711,74.24709093,31,3,0.036004646,0.003484321,1
S01007869,Western Edge,Dundee City,978,628,0.04,35,0.03,17,55,19.81300465,32.08429908,90.52483536,0.161190965,0.021276596,76.47903889,0.84722,6.222222222,44.49313394,0,0.168478,3.164680628,2.260835079,2.361955497,3.660818584,5.207094241,8.351126761,8.611717277,10.22520419,12.83501309,0.130530973,21.46483399,219.4768301,25,5,0.027593819,0.005518764,1
S01007870,Doon Valley South,East Ayrshire,536,344,0.11,59,0.11,37,125,55.01793768,0,176.5383588,0.23853211,0,133.8750026,0.71875,5.529411765,134.6042545,0.012048193,0.042553,5.005200186,4.838645251,4.756191806,6.50747191,5.516824953,6.414741379,12.6388175,13.48564711,13.91420391,0.392473118,11.09363076,206.9707231,51,5,0.100990099,0.00990099,0
S01007871,Doon Valley South,East Ayrshire,654,406,0.37,243,0.25,99,235,156.3878134,365.1532543,144.7181549,0.2812983,0.04,200.171659,0.69417,4.647058824,243.6713183,0.046511628,0.023952,3.708501495,3.638994768,2.04814275,2.456065089,4.480175635,5.088774194,6.682511211,5.933408072,7.488763079,0.27027027,35.29791606,539.7234871,91,1,0.136023916,0.001494768,0
S01007872,Doon Valley South,East Ayrshire,638,423,0.44,283,0.3,128,280,154.6146631,228.1352716,177.7883064,0.282258065,0.181818182,213.0012391,0.66477,4.653846154,213.717058,0.07,0.022222,2.757783688,2.691599291,1.337900709,2.271291391,3.528698582,4.263085938,6.855953901,5.827992908,7.530347518,0.020408163,46.39154682,727.1402322,98,0,0.139007092,0,0
S01007873,Doon Valley South,East Ayrshire,645,379,0.17,110,0.11,42,150,116.7975421,182.5121202,183.4260446,0.337060703,0,134.7949081,0.83333,5.391304348,161.3195054,0.043478261,0.1,1.755072674,1.418822674,1.273528343,3.126546392,1.746115552,3.138820225,5.208030523,4.265305233,4.694578488,0.003030303,22.18726152,343.9885507,68,5,0.106416275,0.007824726,0
S01007874,Doon Valley South,East Ayrshire,709,446,0.22,155,0.17,73,190,76.48866079,161.9802278,146.8890091,0.302068966,0.047619048,167.987291,0.84921,5.473684211,166.3878546,0.029411765,0.016,2.006103043,1.840895574,1.516607884,3.568146552,2.152302905,3.42856383,5.063001383,5.557081604,5.953201936,0,29.24684473,412.5083883,57,4,0.078838174,0.005532503,0
S01007875,Doon Valley North,East Ayrshire,550,358,0.13,74,0.13,45,145,87.62353217,59.10583013,81.72226167,0.221189591,0.03125,154.8905981,0.81102,4.842105263,112.6917614,0.033333333,0.047619,8.371554183,7.986744297,1.17206749,2.555662252,9.740499049,8.822470588,17.06861217,3.258003802,21.8291635,0.016949153,5.042559436,91.68289884,58,3,0.11026616,0.005703422,0
S01007876,Doon Valley North,East Ayrshire,1096,695,0.11,125,0.08,56,105,72.70701695,27.04071576,132.9611838,0.201826484,0.090909091,129.1709279,0.81481,5.695652174,103.9708003,0.031007752,0.057143,9.995319623,9.111709613,2.828855302,3.550909798,11.58429138,9.32950495,17.20380079,5.55173439,24.89030723,0,9.076606986,82.81575717,87,0,0.086223984,0,0
S01007877,Doon Valley North,East Ayrshire,701,455,0.2,141,0.16,72,205,167.2678135,84.3046159,263.1317484,0.305750351,0,181.7285799,0.75155,5.225806452,167.0720401,0.008264463,0.084034,8.386397154,1.612981889,2.082635834,2.545578512,9.760924968,10.3749569,4.727587322,5.341681759,18.28216041,0,21.17874963,302.1219634,85,1,0.10996119,0.001293661,0
S01007878,Doon Valley North,East Ayrshire,690,375,0.19,130,0.18,66,115,162.5426335,101.0536525,90.4203982,0.31556196,0.105263158,129.3618979,0.67424,5,171.5282767,0.094594595,0.048544,7.261438714,2.071319133,1.953258595,2.880254237,8.636913303,9.4281,8.090418535,6.305138266,13.14408072,0.069620253,15.12767831,219.2417146,63,0,0.105351171,0,0
S01007879,Doon Valley North,East Ayrshire,704,412,0.26,182,0.2,81,190,82.60476352,46.76675711,111.5725859,0.27027027,0.214285714,139.5865972,0.7098,4.310344828,200.9804923,0.009615385,0.052632,7.830680628,2.088010471,1.643507853,3.041047431,9.205193063,9.817272727,7.928206806,5.964430628,14.93668848,0.081761006,22.18726152,315.1599648,58,0,0.07591623,0,0
S01007880,Doon Valley North,East Ayrshire,396,250,0.08,30,0.07,17,70,63.25160428,42.23952667,87.09828967,0.168367347,0,87.92085535,0.84058,6,103.9195577,0,0.086957,8.40210733,6.082048429,5.429986911,6.640333333,12.13170157,8.192241379,13.41600785,12.71328534,27.28045812,0.537572254,*,*,27,6,0.070680628,0.015706806,0
S01007881,Mauchline Rural,East Ayrshire,524,324,0.19,97,0.15,48,150,95.34020588,115.4727443,114.1405589,0.217391304,0,141.4006099,0.72109,5.538461539,142.80721,0,0.069767,10.83280521,6.214847397,1.716871634,2.42625,16.36758528,14.17103448,13.86352783,4.288177738,44.58273788,1,7.059583211,134.7248704,51,1,0.091561939,0.001795332,0
S01007882,Mauchline Rural,East Ayrshire,742,513,0.04,33,0.03,17,50,9.03712154,0,49.57099897,0.144429161,0.095238095,77.79004366,0.87791,6,86.59889679,0.008403361,0.167939,7.076292402,6.638561737,4.585434193,5.180354331,11.90880597,10.59666667,16.00380258,12.32092096,26.98565299,0.630208333,45.38303493,611.6311985,29,7,0.039726027,0.009589041,0
S01007883,Mauchline Rural,East Ayrshire,1042,671,0.08,84,0.07,48,95,172.3288892,53.25177268,105.671729,0.176415094,0.052631579,122.8944451,0.9031,5.621621622,99.7467244,0,0.118519,6.475552103,7.446202199,1.677999522,1.836574468,9.710518642,7.464896373,13.28881453,4.162447419,21.78200287,0.010060362,7.059583211,67.75031872,72,0,0.068833652,0,0
S01007884,Mauchline Rural,East Ayrshire,630,413,0.11,67,0.09,36,115,387.1016489,71.96312082,99.1810879,0.286846276,0.107142857,161.5143516,0.81959,5.423076923,134.1468251,0.02970297,0.056075,5.085223005,2.544780908,2.663028169,1.698516129,5.883082942,6.462773723,12.29967136,11.33183099,19.59098592,0,18.15321397,288.1462535,98,0,0.153364632,0,0
S01007885,Mauchline Rural,East Ayrshire,690,458,0.35,240,0.25,116,235,234.1322531,476.4869907,133.0298731,0.346938776,0.027027027,172.2213598,0.77083,5,204.7918879,0,0.00565,5.984232877,2.527280822,1.729910959,2.92568323,6.796688356,5.976542553,8.793582192,4.733753425,13.37340411,0,24.20428529,350.7867434,131,4,0.179452055,0.005479452,0
S01007886,Mauchline Rural,East Ayrshire,787,500,0.22,173,0.16,78,170,278.3078897,261.6983232,102.2351438,0.284615385,0.076923077,148.8681822,0.80921,5.433333333,128.3565229,0.031496063,0.087838,5.066124567,2.200138408,1.652903691,3.553053435,5.862684544,6.971580087,8.612185698,7.230245098,15.06830161,0.033259424,30.25535662,384.439093,103,5,0.118800461,0.005767013,0
S01007887,Mauchline Rural,East Ayrshire,583,384,0.05,29,0.04,17,70,17.62747659,26.81618678,81.10403421,0.153583618,0.142857143,102.4786872,0.85345,5.384615385,61.4834387,0,0.159091,5.657984429,5.89740917,5.591016436,5.917272727,6.132179931,10.78245614,17.55017734,17.05916522,17.60094074,0.732026144,5.042559436,86.4933008,25,19,0.043252595,0.032871972,0
S01007888,Drongan,East Ayrshire,1000,622,0.22,220,0.15,93,155,71.63625914,121.0893363,117.5432684,0.245206862,0.037974684,156.9865366,0.71293,4.871794872,222.1395466,0.067164179,0.015306,7.255735981,1.877147196,1.852292056,2.1706,16.31250701,14.68962687,5.577803738,5.596345794,30.87664953,0.002222222,25.21279718,252.1279718,121,3,0.113084112,0.002803738,0
S01007889,Drongan,East Ayrshire,488,286,0.16,77,0.13,37,145,86.23950206,34.63547228,121.5358689,0.271119843,0,115.5988133,0.66423,5.5,176.1309194,0.027777778,0.054795,6.726913696,1.318128518,1.312087242,2.668478261,16.15252345,14.63935644,3.959699812,4.031294559,29.80157598,0,16.1361902,330.6596352,75,0,0.140712946,0,0
S01007890,Drongan,East Ayrshire,745,481,0.11,85,0.09,43,115,30.43670954,40.79579039,97.0988077,0.222072678,0.076923077,119.3658898,0.76923,5.318181818,135.1066497,0.014285714,0.090909,6.451314538,2.416691576,2.412445652,3.592297297,16.65399117,14.59740506,8.201677989,8.27515625,32.49428329,0.026315789,5.042559436,67.68536156,56,2,0.076086957,0.002717391,0
S01007891,Drongan,East Ayrshire,891,545,0.1,91,0.08,46,120,33.38032464,53.70512433,100.9345134,0.222341568,0.081081081,115.3130582,0.80176,5.694444444,141.6565009,0.013986014,0.073171,6.171937067,2.428189954,2.399754619,4.058290323,15.33006062,13.94535928,7.824405312,7.894107968,28.96032621,0,10.08511887,113.188764,77,5,0.08891455,0.005773672,0
S01007892,Mauchline,East Ayrshire,678,400,0.08,52,0.07,28,90,51.67058437,72.72532794,103.8997098,0.254464286,0,93.31561149,0.77869,5.642857143,75.85673714,0.053333333,0.048077,2.200250678,2.630094851,2.935735095,3.2326,2.620636856,9.869096386,6.344722222,6.886443089,5.962466125,0.024456522,12.10214265,178.4976792,45,5,0.06097561,0.006775068,0
S01007893,Mauchline,East Ayrshire,999,601,0.04,39,0.04,21,75,17.20058136,32.88110034,78.2587583,0.199602781,0.066666667,85.01608779,0.91707,5.896551724,78.95193107,0.016528926,0.119497,1.255156853,1.668050193,2.000666023,2.730632184,2.04074083,8.85859375,5.763745174,6.418861004,5.659695946,0.011933174,7.059583211,70.66649861,51,0,0.050049068,0,0
S01007894,Mauchline,East Ayrshire,845,564,0.13,114,0.09,53,105,54.77406677,36.72533531,83.84158125,0.260210035,0,114.3392929,0.81019,5.454545455,141.5398795,0.008196721,0.054217,1.8238619,1.813460699,2.325084607,2.175970588,2.426899563,9.622071006,6.886820415,8.167953057,7.59926583,0,17.14470208,202.8958827,104,0,0.113537118,0,0
