Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,Broadband,crime_count,crime_rate,overcrowded_count,nocentralheat_count,overcrowded_rate,nocentralheat_rate,urban
S01006506,Culter,Aberdeen City,894,580,0.08,71,0.08,49,65,28.72818263,30.36572824,69.55405294,0.13154961,0,74.21743469,0.85207,5.882352941,52.75863103,0,0.297297,2.540103211,3.074294725,1.616238532,2.615747423,1.544260321,9.930833333,8.86358945,5.856135321,6.023405963,0.105050505,11.13918817,124.5994203,87,10,0.102112676,0.011737089,0
S01006507,Culter,Aberdeen City,793,470,0.05,43,0.05,25,45,129.9210165,126.4336837,80.57479222,0.142503098,0,86.08167681,0.84746,5.961538462,95.85408107,0.017699115,0.117188,3.91507177,4.309811603,2.555858254,3.64669697,2.8496561,11.04281609,9.978271531,7.515,7.926028708,0.013586957,10.1265347,127.6990505,85,4,0.101674641,0.004784689,0
S01006508,Culter,Aberdeen City,624,461,0.06,40,0.04,19,45,71.02115367,18.26983086,41.14112616,0.128125,0.037037037,69.31582422,0.90476,5.75,38.55968279,0.014925373,0.185185,3.323024883,3.784548989,1.440991446,3.247325103,2.062255054,10.61676829,8.620699844,4.321493002,5.770909798,0.005633803,8.101227762,129.827368,31,8,0.048211509,0.01244168,0
S01006509,Culter,Aberdeen City,537,307,0.1,52,0.08,26,80,80.47329293,28.48558849,103.4846837,0.163963964,0.047619048,88.1756104,0.94268,6.2,80.0600707,0,0.25,2.622991379,2.778025862,2.620681034,1.936907895,2.160142241,10.03647059,7.935112069,8.433327586,8.329818966,0.113074205,4.050613881,75.43042609,42,6,0.072413793,0.010344828,0
S01006510,Culter,Aberdeen City,663,415,0.1,68,0.08,32,95,89.11049148,44.29032988,138.6446488,0.220566319,0.045454546,88.70196706,0.79739,5.866666667,77.15815797,0.056818182,0.164948,2.115003882,2.358334627,2.408416149,1.845671642,1.784635093,9.65,5.568963509,6.966428571,6.632608696,0.003095975,11.13918817,168.011888,50,7,0.086655113,0.012131716,0
S01006511,Culter,Aberdeen City,759,453,0.04,30,0.04,17,50,54.7042242,0,54.24017289,0.12242268,0.125,72.69155439,0.90419,5.785714286,53.7954967,0.018691589,0.128571,1.516910786,1.769580559,3.227433422,2.517456897,2.593052597,8.614008264,4.934953395,7.66855526,7.340099867,0.052959502,*,*,27,8,0.036048064,0.010680908,0
S01006512,Culter,Aberdeen City,539,345,0.02,13,0.02,8,40,28.66101048,0,40.68272205,0.10701107,0.0625,54.62149182,0.93151,5.863636364,26.73724705,0,0.153061,5.365871869,5.776136802,3.909219653,5.374183673,4.277914258,12.2152381,19.01185934,16.25665703,16.96018304,0.538011696,7.088574292,131.5134377,27,9,0.054435484,0.018145161,0
S01006513,"Cults, Bieldside and Milltimber West",Aberdeen City,788,406,0.02,14,0.03,13,40,27.65732244,0,137.8361773,0.209631728,0,72.3575304,0.94012,6.096774194,40.46730619,0.025641026,0.283019,3.573032407,4.322546296,5.524486883,1.945431034,4.910960648,6.262142857,11.26949074,10.98277392,11.09934414,0.034482759,*,*,15,4,0.026408451,0.007042254,0
S01006514,"Cults, Bieldside and Milltimber West",Aberdeen City,1123,709,0.02,17,0.02,12,25,17.96600844,0,106.5321065,0.115452931,0.08,58.53145943,0.94355,6.5,18.81246474,0.01242236,0.219731,2.722303452,3.517337009,4.693964525,2.889620253,4.061291946,7.039017857,9.742909875,10.00215724,9.730057526,0.136,9.113881233,81.15655595,10,3,0.010638298,0.003191489,0
S01006515,"Cults, Bieldside and Milltimber West",Aberdeen City,816,529,0.01,5,0.01,7,25,23.38123532,0,34.02792968,0.101781171,0,58.49145493,0.95781,6,15.11780333,0,0.20438,4.444311024,5.177401575,6.337329396,3.063817734,5.78468832,6.878787129,17.18346129,17.09095472,17.02836614,0.215547703,*,*,29,1,0.038057743,0.001312336,0
S01006516,"Cults, Bieldside and Milltimber West",Aberdeen City,629,419,0.02,14,0.03,14,35,18.87640712,0,33.92323078,0.083596215,0.1,41.74592232,*,6.181818182,23.78049428,0,0.133333,4.675375,4.139541667,5.934569444,3.918613861,6.009680556,5.953293413,9.590643519,10.14486111,11.5089537,0.219387755,8.101227762,128.7953539,12,1,0.025695931,0.002141328,0
S01006517,"Cults, Bieldside and Milltimber West",Aberdeen City,1052,646,0.02,24,0.04,24,40,31.05872066,16.33982145,63.30176306,0.130987292,0,68.96035789,0.924,6,24.66994072,0.007352941,0.350746,6.506306706,3.228658777,3.664191321,4.761158537,8.88293146,2.994635922,12.55568787,12.47737549,20.90167776,0.256704981,8.101227762,77.00786846,39,9,0.038461538,0.00887574,1
S01006518,"Cults, Bieldside and Milltimber East",Aberdeen City,664,370,0.01,7,0.01,4,20,10.58019149,57.23444259,42.80698768,0.091851852,0.083333333,47.97562069,*,6.5,13.93275423,0,0.303797,6.268999203,3.727200957,4.52180622,4.624166667,7.606200159,3.730855856,10.02149522,8.163209729,13.49807815,0.072796935,*,*,2,0,0.003189793,0,1
S01006519,"Cults, Bieldside and Milltimber East",Aberdeen City,941,560,0.02,19,0.02,13,30,4.114798174,37.18079125,65.81226211,0.090816327,0,56.53431307,0.94297,6.611111111,28.5337643,0,0.324503,7.274364162,3.673436416,4.419797688,3.606640625,8.611687861,2.548541667,13.87457225,12.00170231,18.20161272,0.299651568,7.088574292,75.33022627,12,0,0.014869888,0,1
S01006520,"Cults, Bieldside and Milltimber East",Aberdeen City,875,559,0.01,10,0.01,5,15,24.62370459,37.33464595,29.70383245,0.06870229,0.045454546,60.71693579,0.94882,6.4,4.468898176,0,0.22069,7.329286694,4.131340878,4.880294925,4.243655303,8.693045267,3.603938547,17.05100823,15.17682442,21.22265432,0,*,*,12,0,0.016460905,0,1
S01006521,"Cults, Bieldside and Milltimber East",Aberdeen City,793,512,0.01,5,0.01,5,20,4.641211021,0,55.66547825,0.071878941,0.05,46.16380106,0.93878,6.277777778,17.65588961,0.023255814,0.291139,5.096502259,3.876603916,2.869096386,4.425,7.081193524,3.989607843,15.88829819,13.70700301,22.9378012,0.040441176,5.063267352,63.84952524,9,0,0.013574661,0,1
S01006522,"Cults, Bieldside and Milltimber East",Aberdeen City,675,412,0,0,0.01,2,15,11.92294885,0,67.1088941,0.071964018,0,66.17171694,*,6.5,15.94313208,0,0.255556,5.800810105,3.573819686,2.144168118,5.052156863,7.886459059,3.509772727,10.82259146,8.406219512,18.79038328,0.008333333,3.037960411,45.0068209,7,2,0.012195122,0.003484321,1
S01006523,"Cults, Bieldside and Milltimber East",Aberdeen City,957,571,0.03,29,0.02,12,40,51.03275325,0,64.93986724,0.098765432,0.028571429,62.42467296,0.94468,6.206896552,12.19492949,0,0.277778,6.339970776,2.804391605,1.875868757,5.568706468,8.112104145,2.739502924,7.806721573,5.124808714,15.75278162,0.008492569,10.1265347,105.8154096,18,8,0.019128587,0.008501594,1
S01006524,"Cults, Bieldside and Milltimber East",Aberdeen City,1056,629,0.1,107,0.09,58,90,76.4744689,32.10697929,123.7699973,0.145910781,0,67.49911262,*,6.529411765,70.4009352,0.057142857,0.195266,6.682634026,2.101591904,2.427705142,5.132513812,7.8547593,2.187345679,6.600771335,5.694649891,13.88874179,0,3.037960411,28.7685645,21,6,0.029535865,0.008438819,1
S01006525,"Cults, Bieldside and Milltimber East",Aberdeen City,904,497,0.03,31,0.04,18,45,56.7020286,38.12613197,43.75619305,0.134243459,0.090909091,65.53210263,0.92,6.3,14.26774772,0.01754386,0.295238,7.092149123,2.269830827,3.018486842,3.627428571,8.427399749,2.073387097,8.552944862,6.89502193,14.2262782,0.074626866,6.075920822,67.21151352,26,4,0.032581454,0.005012531,1
S01006526,Garthdee,Aberdeen City,924,670,0.12,115,0.08,52,90,118.7836678,68.38852384,122.8685419,0.172088143,0.045454546,125.9003782,0.72143,4.578947368,104.537893,0.030769231,0.015385,4.558522727,3.012039911,3.255920177,3.899104478,5.451172395,5.993989899,8.044681264,9.988115299,10.63574002,0,6.075920822,65.75671885,160,5,0.177383592,0.005543237,1
S01006527,Garthdee,Aberdeen City,756,508,0.16,122,0.12,59,120,160.976201,258.1530333,110.5140939,0.190476191,0.044444444,124.1862079,0.73469,4.956521739,138.2148324,0.052631579,0.043478,3.390329429,1.756039531,3.006885066,3.510115207,4.303938507,6.008277311,6.665065886,10.62077965,10.24193265,0.159663866,19.24041594,254.5028563,77,0,0.114243323,0,1
S01006528,Garthdee,Aberdeen City,1154,829,0.09,109,0.06,51,90,125.7504512,46.43918985,106.360393,0.147982063,0.072727273,111.7973522,0.82759,5.387096774,85.26481432,0.009345794,0.038961,3.054610735,1.903138298,2.505130561,2.804954128,3.903742747,6.699384615,7.070664894,9.177727273,9.68428675,0.017751479,20.25306941,175.5032011,159,6,0.162079511,0.006116208,1
S01006529,Garthdee,Aberdeen City,932,680,0.09,85,0.05,35,75,97.54177696,12.81823971,106.9324439,0.145723337,0.095238095,86.81547905,0.82796,5.277777778,84.3163902,0.096774194,0.045685,1.860122768,3.559179688,1.721908482,2.078869048,2.41672154,6.1225,11.51890904,7.406037946,9.100535714,0.203669725,38.48083187,412.8844621,157,38,0.176008969,0.042600897,1
S01006530,Garthdee,Aberdeen City,785,548,0.15,116,0.11,61,100,117.0049333,115.3269278,163.3733363,0.196524064,0,105.7839782,0.70968,4.619047619,129.1394504,0.073170732,0.049296,2.366029801,2.40636755,1.26863245,1.444261364,3.203874172,7.115810811,9.386370861,3.880596026,9.759566225,0,21.26572288,270.9009284,110,19,0.147058824,0.02540107,1
S01006531,Garthdee,Aberdeen City,946,655,0.18,166,0.11,72,120,187.1344965,165.2192978,109.3418777,0.178723404,0.134615385,140.1704715,0.60513,4.571428571,151.3263913,0.082474227,0.035,2.839160584,2.10020073,1.463813869,2.099398907,3.667906674,6.929527559,8.020531804,4.773555787,9.941879562,0,28.35429717,299.7282999,190,6,0.19895288,0.006282723,1
S01006532,"Braeside, Mannofield, Broomhill and Seafield East",Aberdeen City,793,445,0.04,32,0.04,17,50,19.89266384,0,83.91669877,0.161290323,0,69.20932441,*,5.5,24.9929929,0.022727273,0.15625,2.428494624,3.099627016,1.978665995,2.093741259,2.984747984,5.398243243,11.9297211,7.594724462,9.795342742,0.003289474,16.20245552,204.3184808,21,8,0.029871977,0.011379801,1
S01006533,"Braeside, Mannofield, Broomhill and Seafield East",Aberdeen City,717,475,0.02,11,0.02,10,25,24.73164783,0,44.74677537,0.118852459,0.052631579,58.3067252,0.89899,6.285714286,14.45113976,0,0.240741,3.209729635,2.545294944,2.621474719,2.690366972,3.770488062,4.744569892,10.45063202,10.38981039,10.31365871,0.011869436,11.13918817,155.358273,3,1,0.004322767,0.001440922,1
S01006534,"Braeside, Mannofield, Broomhill and Seafield East",Aberdeen City,956,625,0.02,19,0.02,11,20,37.66129832,14.19836744,92.94726742,0.112348178,0.102564103,60.36183653,0.94444,5.692307692,21.46423272,0,0.165289,3.072258242,3.105414835,2.414590659,1.555,3.612296703,4.322093023,10.42875549,7.648527473,8.302054945,0.00228833,19.24041594,201.2595809,22,14,0.024175824,0.015384615,1
S01006535,"Braeside, Mannofield, Broomhill and Seafield East",Aberdeen City,1046,812,0.03,27,0.03,21,25,36.25200488,49.97668045,56.39427348,0.106161137,0.071428571,69.35288805,0.87069,5.888888889,21.64128079,0,0.121951,3.117304913,2.301327071,1.380050578,2.070460993,3.559884393,5.036228814,8.559971098,4.466233141,6.447160405,0,15.18980205,145.2179929,109,23,0.105009634,0.022157996,1
S01006536,"Braeside, Mannofield, Broomhill and Seafield East",Aberdeen City,1003,827,0.04,43,0.04,30,40,81.14170345,28.40253693,68.91556499,0.127701375,0.025641026,66.56232966,0.84722,5.666666667,30.96779422,0.029411765,0.069767,3.900465517,1.98932266,1.444758621,2.509882353,2.993581281,4.421100917,6.68029803,4.375844828,5.419445813,0,36.45552493,363.4648547,164,38,0.16189536,0.03751234,1
S01006537,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,920,497,0.02,14,0.01,7,35,118.8479752,265.0263716,111.4876456,0.184563758,0.032258065,73.71679735,*,6.235294118,25.87512804,0.016129032,0.188119,3.877924403,3.100414456,2.455285146,3.652395833,6.325079576,2.774539474,11.44196286,8.65926061,16.12187666,0.059278351,*,*,22,3,0.029177719,0.00397878,1
S01006538,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,548,335,0.01,8,0.02,7,30,51.36777383,0,51.95784377,0.130511464,0,74.67967769,*,5.909090909,25.76509129,0.025641026,0.27027,4.713242531,3.465663445,3.236753076,4.692831858,6.103831283,4.0815,14.20115114,11.09264938,15.8005536,0,*,*,14,4,0.024604569,0.007029877,1
S01006539,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,781,462,0.02,19,0.03,12,35,0,0,99.51557329,0.153947368,0.045454546,70.51614051,*,6.375,26.38147073,0.014705882,0.185567,3.012018072,2.958467202,2.267560241,2.332906977,3.569986613,5.231349206,12.20336345,8.638273092,11.24626841,0,5.063267352,64.83056788,19,6,0.026647966,0.008415147,1
S01006540,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,933,633,0.02,18,0.03,19,35,23.33740888,0,64.90205749,0.125263158,0.025,54.26669741,0.92701,5.8125,24.91846546,0,0.207317,3.674369792,2.799341146,2.425992188,3.268133803,4.599348958,4.986012658,12.48683854,10.0948099,13.15819531,0,8.101227762,86.82987955,57,14,0.059375,0.014583333,1
S01006541,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,864,468,0.03,29,0.03,14,55,14.23269904,0,78.14929743,0.145180023,0.058823529,71.68541132,*,6.142857143,27.2010188,0,0.290909,3.168832709,2.214157303,1.724169788,3.140675676,5.570564919,3.532794118,9.138458177,7.129266542,14.82622659,0,3.037960411,35.16157883,20,1,0.024968789,0.001248439,1
S01006542,"Braeside, Mannofield, Broomhill and Seafield North",Aberdeen City,1131,664,0.01,12,0.02,12,30,23.20994095,14.76035925,57.7430444,0.109723461,0.028571429,60.67498535,*,5.3,31.20739064,0,0.25,2.613948551,3.192882118,2.547512488,2.262716049,7.180457043,4.979934211,10.71416084,7.789428072,18.26533467,0.118794326,8.101227762,71.62889268,27,11,0.027,0.011,1
S01006543,"Braeside, Mannofield, Broomhill and Seafield North",Aberdeen City,792,453,0.02,13,0.02,9,40,66.10265101,21.66951608,63.41424609,0.162162162,0.074074074,73.55920287,0.94304,6.071428571,22.01369332,0.016393443,0.202247,3.273252823,3.001508783,2.331449184,2.780340909,6.82923463,3.728901099,10.31302384,7.554548306,17.59473651,0,*,*,9,0,0.011292346,0,1
S01006544,"Braeside, Mannofield, Broomhill and Seafield North",Aberdeen City,1283,862,0.02,21,0.01,7,30,20.90443729,19.92497246,102.783023,0.131877023,0.041666667,59.93464978,*,5.75,32.50530728,0,0.238095,1.988146592,1.905018674,2.206521942,3.064555556,4.455602241,3.426079545,6.101057423,10.04674837,12.71622549,0.057233704,3.037960411,23.67856906,108,4,0.105882353,0.003921569,1
S01006545,"Braeside, Mannofield, Broomhill and Seafield North",Aberdeen City,1120,731,0.03,28,0.03,20,35,42.28870547,75.49983904,89.81328112,0.134383689,0.139534884,67.50292597,0.89247,6.105263158,24.38905427,0,0.122951,3.057223005,1.329333333,1.722251174,3.484305556,4.803565728,3.937478632,5.696988263,6.803485915,11.16000939,0.10367893,19.24041594,171.789428,61,18,0.057276995,0.016901408,1
S01006546,"Braeside, Mannofield, Broomhill and Seafield North",Aberdeen City,624,387,0.02,10,0.03,11,35,22.4087817,48.19515325,86.34331664,0.120826709,0,67.36882183,*,6.666666667,21.02174852,0,0.323529,1.631150794,1.192714286,1.002801587,2.618470588,5.235178571,4.195342466,5.503174603,4.141738095,12.76071825,0,*,*,5,6,0.00798722,0.009584665,1
S01006547,Hazlehead,Aberdeen City,1242,752,0.08,95,0.07,52,65,139.2227622,123.8722108,80.78346777,0.139635733,0,81.66893585,0.94767,6.133333333,50.38578972,0.020408163,0.184874,4.357359427,5.885650496,4.203412348,3.914563107,7.721052922,4.789619565,15.07820424,16.58892089,21.8429989,0.150265957,39.49348534,317.9829738,64,18,0.070562293,0.019845645,1
S01006548,Hazlehead,Aberdeen City,658,361,0.02,11,0.02,8,25,5.21823045,0,64.34380762,0.134328358,0,73.76188114,*,6.076923077,21.0863408,0.015873016,0.207792,1.861262136,3.822742718,3.339934119,3.592263158,7.011931345,5.679677419,13.9339251,9.488356449,21.56981969,0.03785489,*,*,14,8,0.019417476,0.0110957,1
S01006549,Hazlehead,Aberdeen City,796,503,0.01,7,0.01,6,35,38.49991154,0,76.26933751,0.127633209,0.0625,58.15812126,*,6.4,25.04148467,0,0.277778,1.914207768,3.189596178,3.131109741,2.821213592,4.77676942,3.808931624,9.742188656,11.98329223,14.84860974,0.25984252,8.101227762,101.7742181,35,1,0.043156597,0.001233046,1
S01006550,Hazlehead,Aberdeen City,900,508,0.01,9,0.02,8,30,18.82042528,0,104.863294,0.165769645,0,68.20221345,1,6.272727273,21.54047173,0,0.234694,1.383347413,3.255390707,2.820401267,3.323440367,6.131003168,5.091637931,10.91463041,9.233695882,17.80254488,0.280701754,8.101227762,90.01364181,23,2,0.02530253,0.00220022,1
S01006551,Hazlehead,Aberdeen City,704,431,0.17,120,0.18,76,115,307.3182158,63.03557314,84.1791103,0.207142857,0.045454546,135.4841025,0.85714,5.5,107.5242669,0.045454545,0.116883,3.085221014,5.001706522,3.321311594,2.472348837,6.131623188,3.033378378,10.6077029,13.79436594,16.90350725,0.002403846,48.60736657,690.4455479,100,24,0.144927536,0.034782609,1
S01006552,Hazlehead,Aberdeen City,884,585,0.03,28,0.03,15,25,61.59881865,15.13600559,36.45697483,0.115515289,0.0625,66.15396699,0.86869,5.714285714,38.96188619,0,0.110092,3.460364943,4.742206897,2.898784483,2.819609375,5.489376437,3.398030303,12.80383333,13.46704885,18.06412069,0,9.113881233,103.098204,17,5,0.01954023,0.005747126,1
S01006553,Summerhill,Aberdeen City,903,508,0.05,41,0.05,24,75,20.49497947,19.94735143,104.6300817,0.175572519,0.043478261,93.3760544,*,5.875,62.12922229,0.014084507,0.115385,2.927092199,3.770859929,2.342969858,2.132436364,4.063596336,5.608704663,9.420933806,7.324379433,12.54711584,0.167865707,11.13918817,123.3575656,59,5,0.071428571,0.006053269,1
S01006554,Summerhill,Aberdeen City,777,491,0.09,73,0.07,33,65,25.70646087,34.54549927,108.7072641,0.171974522,0.075,86.43358708,0.86957,5.294117647,81.10919815,0,0.091954,1.903367275,2.660635534,2.019543539,2.266756757,3.289803371,4.838170732,8.847703652,6.66815309,13.07671348,0.002512563,40.50613881,521.3145278,94,8,0.13583815,0.011560694,1
S01006555,Summerhill,Aberdeen City,732,537,0.14,101,0.15,81,130,246.5121005,487.9357295,170.9125808,0.180481283,0.025,146.0664952,0.78125,4.80952381,116.2128698,0.050505051,0.086022,4.473998771,4.270795455,1.672088452,2.773055556,4.693071253,4.548670886,10.9717199,7.097911548,14.39730344,0,53.67063393,733.2053815,148,11,0.193971166,0.014416776,1
S01006556,Summerhill,Aberdeen City,804,497,0.16,130,0.13,63,115,75.45730001,165.7855409,117.4072196,0.220172202,0.027777778,120.5158509,0.85556,5.318181818,108.0805764,0.068493151,0.115385,3.424779236,3.455632458,1.604683771,1.666558603,3.761345465,5.345,7.782270286,5.344570406,10.87370823,0,19.24041594,239.3086559,135,8,0.161097852,0.009546539,1
S01006557,Summerhill,Aberdeen City,679,425,0.17,116,0.16,65,150,206.7343319,145.0897744,113.5963493,0.244807122,0.060606061,154.5535833,0.76923,5.076923077,123.5353093,0.058139535,0.035714,5.158837375,4.650445792,1.687154066,3.54553125,5.267639087,4.875454545,13.24256776,5.995777461,17.53477175,0,15.18980205,223.708425,98,3,0.139800285,0.004279601,1
S01006558,Midstocket,Aberdeen City,596,427,0.03,15,0.03,12,35,25.16783044,0,68.43972621,0.137152778,0.052631579,57.67927068,*,*,26.44024307,0,0.115942,3.657877814,2.001937299,1.605530547,2.787333333,2.165803859,3.705671642,5.702684887,4.513681672,5.879549839,0,9.113881233,152.9174703,58,23,0.093247588,0.036977492,1
S01006559,Midstocket,Aberdeen City,601,404,0.01,9,0.01,6,25,5.96004064,0,69.66242133,0.108974359,0,54.80819003,*,6,10.90643914,0,0.2,3.070374794,2.019402801,1.129069193,2.588,2.52410626,2.7426,5.654934102,3.94830313,8.380560132,0,8.101227762,134.795803,38,1,0.062602965,0.001647446,1
S01006560,Midstocket,Aberdeen City,1018,641,0.02,20,0.01,8,35,47.85305943,14.4717231,101.3244342,0.130563798,0.054054054,74.184833,0.93496,6.076923077,15.73541696,0.017094017,0.212329,2.230994676,1.636882865,1.034213456,1.973897959,3.11249516,3.082388535,5.598291384,3.972398354,9.002454017,0.031746032,8.101227762,79.5798405,37,10,0.037563452,0.010152284,1
S01006561,Midstocket,Aberdeen City,728,443,0.01,7,0.01,5,25,87.94376041,0,56.42716292,0.122191011,0.135135135,54.97063743,0.94186,6.086956522,20.75849465,0.035294118,0.188679,2.141475196,0.946129243,1.195084856,1.792278481,3.347885117,3.685230769,3.69593342,3.980339426,9.246155352,0,12.15184164,166.9209017,22,1,0.028720627,0.001305483,1
S01006562,Midstocket,Aberdeen City,972,612,0.06,60,0.08,46,80,77.65718613,16.12952431,90.00444836,0.133120341,0.027027027,97.47579081,0.84127,5.793103448,52.38082621,0,0.269663,1.661845404,2.216180362,2.447865599,2.31868984,4.226368384,4.078608696,8.782827298,9.519777159,14.63821727,0.115384615,14.17714858,145.8554381,56,6,0.079658606,0.008534851,1
S01006563,Midstocket,Aberdeen City,677,395,0.04,25,0.04,17,60,11.24422142,0,390.3982217,0.126801153,0,86.18683937,0.88172,6,39.19430443,0,0.294118,2.874788136,1.559512712,1.503296005,2.580429448,3.28222155,3.968157895,6.062182203,6.612303269,9.453038741,0.014084507,95.18942621,1406.047654,94,11,0.11407767,0.013349515,1
S01006564,Rosemount,Aberdeen City,1007,791,0.1,105,0.09,70,90,70.56263168,64.81752747,100.701617,0.166007905,0.022727273,90.41130312,0.75385,5.3125,90.57720368,0.048192771,0.080357,4.348021363,1.504117497,2.424145473,1.65594697,2.837377925,1.674447674,4.681192777,7.226251272,7.757843337,0,30.37960411,301.6842513,212,37,0.216326531,0.037755102,1
S01006565,Rosemount,Aberdeen City,1000,888,0.09,89,0.07,60,75,93.0059091,61.29174879,107.2732138,0.12195122,0.023255814,73.15077165,0.70833,*,69.13862656,0.086956522,0.015982,3.437315283,1.652932692,2.90805668,1.416363636,2.555956478,2.376583333,4.969478745,7.333165486,7.743970142,0.123786408,22.27837635,222.7837635,277,51,0.325882353,0.06,1
S01006566,Rosemount,Aberdeen City,761,618,0.05,39,0.04,24,40,25.85568071,68.24436876,75.83499969,0.123234917,0.028571429,74.64443682,0.87838,5.923076923,39.21097452,0,0.081818,3.87824967,1.250392999,3.003173712,2.041511628,1.819970277,2.18049505,4.264299868,7.332027741,5.424782034,0,20.25306941,266.1375743,96,22,0.128342246,0.029411765,1
S01006567,Rosemount,Aberdeen City,744,607,0.13,94,0.13,76,100,143.9771534,123.1280373,100.0433975,0.165636588,0.038461539,102.0390666,0.76923,*,69.0847642,0.038461538,0.022422,4.123865269,1.196901198,3.017568862,1.845470588,2.552113772,1.539135802,2.90905988,6.03458982,5.858263473,0.058690745,27.3416437,367.495211,223,48,0.267065868,0.05748503,1
S01006568,Rosemount,Aberdeen City,921,823,0.03,28,0.03,26,40,57.03699776,29.16232297,79.15498812,0.107772021,0.0625,60.45375757,0.76364,5.428571429,26.32635934,0.051282051,0.066116,4.188415493,1.504358072,2.102378115,2.749518072,1.895590466,1.322426471,3.938653846,4.5781961,4.876663055,0,24.30368329,263.8836405,185,45,0.200433369,0.048754063,1
S01006569,Rosemount,Aberdeen City,561,444,0.06,33,0.06,28,70,92.02850112,19.64952564,79.02407458,0.11826087,0.041666667,76.48516396,*,6,17.25006285,0,0.057851,3.824452297,1.986082155,1.743674912,3.175125,1.492977032,2.329365079,4.663493816,4.074461131,4.800865724,0,9.113881233,162.457776,93,17,0.164310954,0.030035336,1
S01006570,Rosemount,Aberdeen City,739,537,0.01,11,0.02,9,20,0,0,66.31125098,0.096774194,0.057142857,61.6777188,*,6.3125,32.72723945,0,0.152941,3.618204804,2.079115044,1.556264223,2.98,2.325436157,2.045515464,5.408429204,4.684266751,7.820221239,0,9.113881233,123.3272156,57,11,0.072796935,0.014048531,1
S01006571,West End North,Aberdeen City,911,635,0.03,26,0.02,15,25,65.69161893,0,53.54164586,0.087378641,0.032258065,73.02396938,0.92683,6.333333333,19.77709891,0.031746032,0.207207,4.271230293,1.436010698,2.130982545,2.274770992,2.561765203,2.090335968,4.213364302,6.477573198,7.465067568,0.001689189,53.67063393,589.1397797,56,29,0.063205418,0.032731377,1
S01006572,West End North,Aberdeen City,957,622,0.01,6,0.01,6,15,56.21186167,0,47.0151268,0.099895942,0,58.07079527,*,6.555555556,15.39146476,0,0.413793,1.891323204,2.303941989,2.566063536,2.737295082,4.097867403,3.074198113,10.0818674,11.01855249,14.70649171,0.047738693,15.18980205,158.7231145,27,6,0.029966704,0.006659267,1
S01006573,West End North,Aberdeen City,790,535,0.02,12,0.01,5,15,120.4407347,18.87937751,31.06278848,0.081712062,0,69.93568556,0.92308,6.166666667,17.19587302,0,0.284615,3.085583564,2.049744475,1.928290746,2.658068182,3.304637431,2.553554217,7.037368785,8.416274171,11.13236878,0,5.063267352,64.09199179,13,6,0.017955801,0.008287293,1
S01006574,West End North,Aberdeen City,1017,661,0.02,20,0.01,6,20,43.85869316,14.35378563,96.61464857,0.089060987,0.055555556,54.26603574,*,6.454545455,13.51734495,0,0.244186,3.62753996,1.678429071,2.930996503,2.386048951,3.240996503,2.23405303,5.084725275,10.08556693,10.00972278,0.200787402,31.39225758,308.6750991,32,9,0.032753327,0.009211873,1
S01006575,West End South,Aberdeen City,981,697,0.01,8,0.01,6,15,43.65897982,12.49301169,44.29890369,0.079281184,0.046511628,55.47048997,*,6.523809524,27.68895927,0,0.160305,4.150212934,2.331811251,2.991046267,2.600925926,3.602528917,2.985990991,7.234258675,8.278133544,8.429195584,0,13.16449511,134.1946495,37,9,0.04070407,0.00990099,1
S01006576,West End South,Aberdeen City,730,527,0.02,12,0.03,16,30,53.43518942,0,71.56361814,0.102880658,0,67.11738054,0.92208,6.166666667,12.86785765,0,0.166667,4.918229749,2.700855447,3.017765363,1.738169935,2.98777933,3.41377451,8.114074721,8.644811453,6.933756983,0,30.37960411,416.1589604,45,8,0.06302521,0.011204482,1
S01006577,West End South,Aberdeen City,814,608,0.02,20,0.03,17,35,58.31978459,13.15120768,59.77221193,0.115976331,0.025641026,76.97263149,*,5.8,16.18620877,0,0.183908,4.159668401,1.691677503,2.89573472,2.016946903,2.426527958,2.150970588,5.756261378,7.514626138,6.438263979,0,12.15184164,149.2855239,101,24,0.131339402,0.031209363,1
S01006578,West End South,Aberdeen City,1105,950,0.05,51,0.04,40,50,150.4745599,105.3187943,76.81144903,0.114666667,0,76.34043675,0.81481,6,50.87312419,0.023255814,0.063694,5.191097172,2.077748631,2.576507755,1.632067308,1.987821624,2.887546296,6.626943431,6.746822536,5.062176095,0,21.26572288,192.4499808,220,49,0.213178295,0.04748062,1
S01006579,West End South,Aberdeen City,1048,922,0.03,33,0.03,29,30,79.54887824,32.46946842,84.02913701,0.079961464,0.023255814,58.56779275,*,6.6,29.1118984,0.043478261,0.047619,4.846903527,2.347964212,2.241903527,2.249047619,1.70717583,3.192808219,6.384740664,5.654372407,4.03033195,0,19.24041594,183.5917551,171,33,0.177385892,0.034232365,1
